availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,price_category,estimated_monthly_rent,annual_rent,rental_yield,future_price_5yr,roi_5yr,sqft_scaled,price_sqft_scaled,investment_score
Ready To Move,Vishveshwarya Layout,4000.0,7.0,2.0,225.0,7,5625.0,Luxury,112500.0,1350000.0,6.0,301.1007549600001,33.82255776000003,0.07119218040483337,0.030403441096450334,0.43055393180431994
Ready To Move,Kothanur,1828.0,3.0,,110.0,3,6017.505470459519,Premium,55000.0,660000.0,6.0,147.20481353600002,33.82255776000002,0.029400446394212267,0.03263101956329509,0.40458786001120933
Ready To Move,Kengeri Satellite Town,890.0,2.0,1.0,35.0,2,3932.5842696629215,Budget,17500.0,210000.0,6.0,46.83789521600001,33.822557760000024,0.01135226660509505,0.020798507862183346,0.3984919568181837
Ready To Move,other,1612.0,3.0,3.0,46.74,3,2899.5037220843674,Budget,23370.0,280440.0,6.0,62.548663497024016,33.822557760000024,0.02524436234895713,0.014935486438283147,0.4091724228340611
19-Apr,Mysore Road,1710.0,4.0,2.0,91.31,3,5339.766081871345,Mid-Range,45655.0,547860.0,6.0,122.19337749065603,33.82255776000003,0.02712999307319326,0.028784658730708283,0.40476413235163267
Ready To Move,Kannamangala,957.0,2.0,1.0,58.0,2,6060.606060606061,Mid-Range,29000.0,348000.0,6.0,77.61708350080002,33.82255776000004,0.01264142230431771,0.032875627482788126,0.39443460238947536
18-May,Devarachikkanahalli,1250.0,2.0,3.0,44.0,3,3520.0,Budget,22000.0,264000.0,6.0,58.881925414400015,33.82255776000003,0.018279073347186946,0.018456976586749097,0.4035846533736126
Ready To Move,other,2795.0,4.0,,235.0,3,8407.871198568873,Luxury,117500.0,1410000.0,6.0,314.48301073600004,33.82255776000002,0.04800661894866466,0.0461970144972925,0.41032516557028176
Ready To Move,Hulimavu,1125.0,2.0,2.0,50.0,2,4444.444444444444,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.01587393211729393,0.023703457701592816,0.4000429761897393
18-Jul,Electronic City Phase II,1020.0,2.0,1.0,30.6,2,3000.0,Budget,15300.0,183600.0,6.0,40.94970267456001,33.822557760000024,0.013853613484183791,0.015505830959649504,0.4021098357066505
Ready To Move,Kalena Agrahara,1200.0,2.0,2.0,50.0,2,4166.666666666667,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.01731701685522974,0.022126991020449873,0.4015394137049579
Ready To Move,Thanisandra,1735.0,3.0,3.0,135.0,3,7780.979827089337,Premium,67500.0,810000.0,6.0,180.66045297600004,33.82255776000003,0.02761102131917186,0.04263923040189193,0.3995109206307464
Ready To Move,Thanisandra,2050.0,3.0,1.0,145.0,3,7073.170731707317,Premium,72500.0,870000.0,6.0,194.04270875200004,33.822557760000024,0.033671977218502264,0.038622215562165066,0.40475430010623537
Ready To Move,Mahalakshmi Layout,3750.0,4.0,0.0,760.0,4,20266.666666666668,Luxury,380000.0,4560000.0,6.0,1017.0514389760002,33.822557760000024,0.06638189794504734,0.11349899985949495,0.39442953882323045
Ready To Move,other,1350.0,2.0,3.0,48.0,3,3555.5555555555557,Budget,24000.0,288000.0,6.0,64.23482772480001,33.822557760000024,0.020203186331101363,0.018658764321935393,0.4046584060698867
18-May,Hosa Road,1063.0,2.0,1.0,32.0,2,3010.348071495767,Budget,16000.0,192000.0,6.0,42.82321848320001,33.822557760000024,0.01468098206726699,0.015564559163387285,0.40258276557500533
Ready To Move,other,1904.0,3.0,1.0,150.0,3,7878.151260504202,Premium,75000.0,900000.0,6.0,200.73383664000005,33.82255776000003,0.030862772261987224,0.043190705499586694,0.4012413811573577
Ready To Move,Whitefield,4200.0,4.0,2.0,420.0,4,10000.0,Luxury,210000.0,2520000.0,6.0,562.0547425920001,33.82255776000003,0.07504040637266221,0.055232791324451705,0.42293112729381666
Ready To Move,other,2000.0,3.0,1.0,175.0,3,8750.0,Premium,87500.0,1050000.0,6.0,234.18947608000005,33.822557760000024,0.03270992072654506,0.048138691259308454,0.40037047593220365
18-Dec,Sarjapur,1242.5,2.0,0.0,43.49,2,3500.201207243461,Budget,21745.0,260940.0,6.0,58.199430369824015,33.822557760000024,0.018134764873393366,0.018344612893161957,0.40354301376677126
Ready To Move,other,1425.0,2.0,2.0,75.0,3,5263.1578947368425,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.021646271069037173,0.02834988581443518,0.4016478083156483
Ready To Move,Electronic City,1500.0,2.0,1.0,64.5,3,4300.0,Mid-Range,32250.0,387000.0,6.0,86.31554975520002,33.82255776000004,0.023089355806972987,0.022883695027398485,0.4047001354732244
Ready To Move,Electronic City,1060.0,2.0,1.0,60.0,2,5660.377358490566,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.014623258677749558,0.030604217513388345,0.39653226820129445
Ready To Move,other,1470.0,2.0,2.0,70.0,3,4761.9047619047615,Mid-Range,35000.0,420000.0,6.0,93.67579043200001,33.822557760000024,0.02251212191179866,0.025505133908613323,0.40330521958363386
Ready To Move,Attibele,450.0,1.0,1.0,11.0,1,2444.4444444444443,Budget,5500.0,66000.0,6.0,14.720481353600004,33.82255776000003,0.0028861694758716234,0.012352897597363613,0.3967905426465776
18-Apr,Electronic City,1152.0,2.0,1.0,64.5,2,5598.958333333333,Mid-Range,32250.0,387000.0,6.0,86.31554975520002,33.82255776000004,0.01639344262295082,0.030255647345093176,0.3977338066357332
Ready To Move,Electronic City,1350.0,2.0,1.0,56.0,3,4148.148148148148,Mid-Range,28000.0,336000.0,6.0,74.94063234560002,33.82255776000004,0.020203186331101363,0.022021893241707006,0.403313154501978
Ready To Move,CV Raman Nagar,1550.0,3.0,3.0,65.0,3,4193.548387096775,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.024051412298930194,0.022279552312173385,0.4055190264544888
Ready To Move,other,1500.0,3.0,2.0,100.0,3,6666.666666666667,Mid-Range,50000.0,600000.0,6.0,133.82255776000002,33.822557760000024,0.023089355806972987,0.03631519115073637,0.3993275370238893
Ready To Move,Nagavara,400.0,1.0,0.0,14.0,1,3500.0,Budget,7000.0,84000.0,6.0,18.735158086400006,33.82255776000004,0.0019241129839144156,0.018343470985706805,0.39381707939606597
Ready To Move,Malleshwaram,705.0,1.0,2.0,67.0,1,9503.54609929078,Mid-Range,33500.0,402000.0,6.0,89.66111369920002,33.822557760000024,0.007792657584853383,0.05241527640496218,0.38370948398892724
Ready To Move,Electronic City,770.0,1.0,1.0,36.0,2,4675.324675324675,Budget,18000.0,216000.0,6.0,48.176120793600006,33.82255776000002,0.009043331024397753,0.025013767670335002,0.39542049154650466
Ready To Move,Hulimavu,1242.0,2.0,3.0,51.0,2,4106.280193236715,Mid-Range,25500.0,306000.0,6.0,68.24950445760001,33.822557760000024,0.018125144308473794,0.021784280872375317,0.4021613742361342
Ready To Move,Hebbal Kempapura,1700.0,3.0,2.0,155.0,3,9117.64705882353,Premium,77500.0,930000.0,6.0,207.42496452800003,33.822557760000024,0.02693758177480182,0.05022519127846824,0.3960724725534938
Ready To Move,Thanisandra,2144.0,3.0,2.0,145.0,3,6763.059701492537,Premium,72500.0,870000.0,6.0,194.04270875200004,33.822557760000024,0.035480643423381815,0.03686224861844642,0.4065434866066506
21-Jun,Vijayanagar,1704.0,3.0,2.0,110.0,3,6455.399061032864,Premium,55000.0,660000.0,6.0,147.20481353600002,33.82255776000002,0.027014546294158396,0.035116188322824836,0.4021622524473651
Ready To Move,Electronic City,1070.0,2.0,1.0,52.0,2,4859.813084112149,Mid-Range,26000.0,312000.0,6.0,69.58773003520001,33.822557760000024,0.014815669976140998,0.026060791056572916,0.3984650855630555
Ready To Move,other,1846.0,3.0,2.0,300.0,3,16251.354279523293,Luxury,150000.0,1800000.0,6.0,401.4676732800001,33.82255776000003,0.029746786731316862,0.09071097756573149,0.38156368101249755
Ready To Move,other,1340.0,2.0,2.0,55.7,2,4156.7164179104475,Mid-Range,27850.0,334200.0,6.0,74.53916467232001,33.82255776000002,0.02001077503270992,0.022070520572170124,0.4031782567907579
Ready To Move,Electronic City,1025.0,2.0,1.0,46.0,2,4487.804878048781,Budget,23000.0,276000.0,6.0,61.558376569600014,33.82255776000003,0.013949819133379511,0.023949540305478544,0.3987900753578363
Ready To Move,KR Puram,1277.5,2.0,0.0,56.8,2,4446.183953033268,Mid-Range,28400.0,340800.0,6.0,76.01121280768001,33.822557760000024,0.018808204417763413,0.023713329899987447,0.4017995906906631
Ready To Move,Marathahalli,1200.0,2.0,2.0,52.0,2,4333.333333333333,Mid-Range,26000.0,312000.0,6.0,69.58773003520001,33.822557760000024,0.01731701685522974,0.023072871029135637,0.4011610617014836
18-Dec,Kanakpura Road,2250.0,4.0,1.0,110.0,4,4888.888888888889,Premium,55000.0,660000.0,6.0,147.20481353600002,33.82255776000002,0.0375202031863311,0.026225804391421526,0.41202180015523004
Ready To Move,Pattandur Agrahara,1550.0,2.0,3.0,80.0,3,5161.290322580645,Mid-Range,40000.0,480000.0,6.0,107.05804620800002,33.822557760000024,0.024051412298930194,0.02777175881421977,0.4033221438536702
Ready To Move,Bellandur,1200.0,5.0,,325.0,4,27083.333333333332,Luxury,162500.0,1950000.0,6.0,434.92331272000007,33.822557760000024,0.01731701685522974,0.1521854922147428,0.34951601322724074
Ready To Move,Marathahalli,1200.0,2.0,2.0,60.0,2,5000.0,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.01731701685522974,0.026856391063878705,0.39964765368758637
Ready To Move,Yelahanka,1327.0,2.0,2.0,98.0,2,7385.079125847777,Mid-Range,49000.0,588000.0,6.0,131.14610660480002,33.822557760000024,0.01976064034480105,0.04039238304951752,0.3956994309870736
Ready To Move,Kothanur,1186.0,2.0,2.0,58.0,2,4890.387858347386,Mid-Range,29000.0,348000.0,6.0,77.61708350080002,33.82255776000004,0.01704764103748172,0.026234311462888064,0.3997348600373339
Ready To Move,other,1783.0,3.0,1.0,115.0,3,6449.8037016264725,Premium,57500.0,690000.0,6.0,153.89594142400003,33.822557760000024,0.02853459555145078,0.03508443309120133,0.40308698409439
Ready To Move,HSR Layout,1400.0,3.0,2.0,56.0,3,4000.0,Mid-Range,28000.0,336000.0,6.0,74.94063234560002,33.82255776000004,0.02116524282305857,0.021181111011764103,0.4042267012891295
Ready To Move,Nagasandra,980.0,2.0,1.0,48.0,2,4897.959183673469,Budget,24000.0,288000.0,6.0,64.23482772480001,33.822557760000024,0.013083968290618024,0.026277280854479255,0.39733946863257913
Ready To Move,EPIP Zone,1285.0,2.0,2.0,82.0,2,6381.322957198444,Mid-Range,41000.0,492000.0,6.0,109.73449736320002,33.822557760000024,0.018952512891556993,0.03469578568839498,0.39749319345957623
Ready To Move,other,912.0,2.0,1.0,70.0,3,7675.438596491228,Mid-Range,35000.0,420000.0,6.0,93.67579043200001,33.822557760000024,0.011775571461556222,0.04204025436120285,0.39024924113245263
Ready To Move,Whitefield,1225.0,2.0,2.0,47.6,2,3885.714285714286,Budget,23800.0,285600.0,6.0,63.69953749376001,33.822557760000024,0.017798045101208342,0.020532507577236722,0.40246582402983033
Ready To Move,Whitefield,1075.0,2.0,1.0,53.0,2,4930.232558139535,Mid-Range,26500.0,318000.0,6.0,70.92595561280001,33.82255776000002,0.014911875625336721,0.026460441292800944,0.3983629488580817
Ready To Move,Kadugodi,1260.0,2.0,2.0,54.0,3,4285.714285714285,Mid-Range,27000.0,324000.0,6.0,72.26418119040001,33.82255776000002,0.01847148464557839,0.02280261959808256,0.401961842948114
Ready To Move,Yelahanka,1282.0,2.0,2.0,48.7,3,3798.751950078003,Budget,24350.0,292200.0,6.0,65.17158562912002,33.822557760000024,0.01889478950203956,0.020038971968514833,0.4033212849138178
Ready To Move,Kogilu,1909.0,3.0,2.0,88.0,3,4609.743321110529,Mid-Range,44000.0,528000.0,6.0,117.76385082880003,33.82255776000003,0.030958977911182944,0.024641575118972796,0.40871875669912067
Ready To Move,Panathur,1359.0,2.0,1.0,87.0,2,6401.766004415011,Mid-Range,43500.0,522000.0,6.0,116.42562525120002,33.822557760000024,0.02037635649965366,0.0348118057064676,0.3983010916172052
Ready To Move,other,1207.0,2.0,2.0,43.5,2,3603.976801988401,Budget,21750.0,261000.0,6.0,58.21281262560001,33.822557760000024,0.017451704764103747,0.018933568455914245,0.4028975954760966
Ready To Move,Padmanabhanagar,1736.0,6.0,0.0,190.0,4,10944.700460829494,Premium,95000.0,1140000.0,6.0,254.26285974400005,33.822557760000024,0.027630262449011008,0.0605942310050208,0.3923404650673983
20-May,1st Block Jayanagar,2850.0,4.0,1.0,428.0,4,15017.543859649122,Luxury,214000.0,2568000.0,6.0,572.7605472128001,33.82255776000003,0.04906488108981759,0.08370875790172846,0.3959554254931992
Ready To Move,Kammasandra,1595.0,3.0,2.0,65.0,3,4075.2351097178685,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.02491726314169168,0.021608091329164577,0.40630712135334923
18-Jun,other,1798.0,3.0,2.0,89.0,3,4949.944382647386,Mid-Range,44500.0,534000.0,6.0,119.10207640640003,33.82255776000003,0.02882321249903794,0.026572311417221134,0.4066650029325343
Ready To Move,Electronics City Phase 1,1475.0,3.0,2.0,78.29,3,5307.796610169492,Mid-Range,39145.00000000001,469740.0000000001,6.000000000000001,104.76968047030402,33.822557760000024,0.02260832756099438,0.028603223025682117,0.40212370732632385
Ready To Move,other,1580.0,3.0,3.0,100.0,3,6329.113924050633,Mid-Range,50000.0,600000.0,6.0,133.82255776000002,33.822557760000024,0.024628646194104518,0.034399484804031016,0.4010173937948503
Ready To Move,Dasarahalli,1295.0,2.0,1.0,65.0,2,5019.305019305019,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.019144924189948433,0.02696595245484617,0.40070057353203065
Ready To Move,Magadi Road,3600.0,6.0,0.0,141.0,6,3916.6666666666665,Premium,70500.0,846000.0,6.0,188.68980644160004,33.822557760000024,0.06349572846917571,0.02070817100742122,0.429814168678537
Ready To Move,Electronic City,589.0,1.0,1.0,27.0,1,4584.040747028863,Budget,13500.0,162000.0,6.0,36.132090595200005,33.82255776000002,0.00556068652351266,0.02449570581299912,0.393538129588908
Ready To Move,other,1415.0,3.0,3.0,78.0,3,5512.367491166077,Mid-Range,39000.0,468000.0,6.0,104.38159505280002,33.822557760000024,0.021453859770645733,0.02976422006584555,0.40096662783604925
18-Dec,Sarjapur  Road,1787.0,3.0,2.0,98.29,3,5500.279798545048,Mid-Range,49145.0,589740.0,6.0,131.53419202230404,33.82255776000003,0.028611560070807358,0.029695619025037326,0.4052886884324695
Ready To Move,Sarjapur  Road,1787.0,3.0,2.0,125.0,3,6994.963626189144,Premium,62500.0,750000.0,6.0,167.27819720000002,33.82255776000002,0.028611560070807358,0.03817836833628416,0.40189558870797076
Ready To Move,Koramangala,1475.0,2.0,3.0,90.0,3,6101.6949152542375,Mid-Range,45000.0,540000.0,6.0,120.44030198400003,33.82255776000003,0.02260832756099438,0.03310881823993716,0.4003214692406218
Ready To Move,other,2000.0,4.0,1.0,75.5,4,3775.0,Mid-Range,37750.0,453000.0,6.0,101.03603110880002,33.822557760000024,0.03270992072654506,0.019904173000038317,0.4116642832359117
19-Mar,Sarjapur  Road,984.0,2.0,1.0,44.28,2,4500.0,Budget,22140.0,265680.0,6.0,59.256628576128016,33.82255776000003,0.013160932809974601,0.024018751037821404,0.3982890592708562
Ready To Move,other,2405.0,4.0,2.0,260.0,3,10810.81081081081,Luxury,130000.0,1560000.0,6.0,347.93865017600007,33.822557760000024,0.04050257831139844,0.05983436974508516,0.40036779908880504
Ready To Move,7th Phase JP Nagar,1080.0,2.0,2.0,72.0,2,6666.666666666667,Mid-Range,36000.0,432000.0,6.0,96.35224158720001,33.82255776000002,0.015008081274532441,0.03631519115073637,0.39447877230442496
Ready To Move,other,1500.0,2.0,1.0,115.0,2,7666.666666666667,Premium,57500.0,690000.0,6.0,153.89594142400003,33.822557760000024,0.023089355806972987,0.041990471202850974,0.3970574250030434
Ready To Move,Hebbal,1900.0,3.0,2.0,119.0,3,6263.1578947368425,Premium,59500.0,714000.0,6.0,159.24884373440003,33.822557760000024,0.030785807742630646,0.03402516586654978,0.4048614182989585
19-Aug,Dommasandra,805.0,2.0,1.0,22.14,2,2750.3105590062114,Budget,11070.0,132840.0,6.0,29.628314288064008,33.82255776000003,0.009716770568767796,0.01408877345595381,0.4001945529588791
Ready To Move,Budigere,1153.0,2.0,2.0,56.4,2,4891.587163920208,Mid-Range,28200.0,338400.0,6.0,75.47592257664002,33.82255776000003,0.016412683752789963,0.02624111785788189,0.39935116310852126
Ready To Move,other,1148.0,2.0,2.0,60.0,2,5226.480836236934,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.016316478103594243,0.02814173323596041,0.3985331935677724
Ready To Move,other,1110.0,2.0,2.0,55.0,2,4954.954954954955,Mid-Range,27500.0,330000.0,6.0,73.60240676800001,33.82255776000002,0.015585315169706765,0.026600747818287956,0.3987108899745089
Ready To Move,Electronic City,1100.0,2.0,2.0,42.0,2,3818.181818181818,Budget,21000.0,252000.0,6.0,56.20547425920001,33.822557760000024,0.015392903871315325,0.02014924191137963,0.4011760455582373
Ready To Move,Kalyan nagar,1290.0,2.0,2.0,110.0,2,8527.131782945737,Premium,55000.0,660000.0,6.0,147.20481353600002,33.82255776000002,0.019048718540752713,0.04687385171281005,0.3926796904393276
Ready To Move,other,1500.0,2.0,1.0,65.0,3,4333.333333333333,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.023089355806972987,0.023072871029135637,0.4046244650725295
18-Apr,other,1080.0,2.0,2.0,39.0,2,3611.1111111111113,Budget,19500.0,234000.0,6.0,52.19079752640001,33.822557760000024,0.015008081274532441,0.018974057658163984,0.4014152257014539
21-Jun,Vijayanagar,1933.0,3.0,1.0,129.0,3,6673.564407656492,Premium,64500.0,774000.0,6.0,172.63109951040005,33.82255776000004,0.0314207650273224,0.03635433776258058,0.40431072391136125
Ready To Move,Ramamurthy Nagar,3500.0,5.0,2.0,150.0,5,4285.714285714285,Premium,75000.0,900000.0,6.0,200.73383664000005,33.82255776000003,0.06157161548526129,0.02280261959808256,0.4278219214519237
Ready To Move,other,1060.0,2.0,2.0,60.0,2,5660.377358490566,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.014623258677749558,0.030604217513388345,0.39653226820129445
18-Aug,Chandapura,645.0,1.0,1.0,16.45,1,2550.3875968992247,Budget,8225.0,98700.0,6.0,22.013810751520005,33.82255776000003,0.006638189794504733,0.012954154657148364,0.39880125201384353
Ready To Move,other,2600.0,8.0,2.0,180.0,8,6923.076923076923,Premium,90000.0,1080000.0,6.0,240.88060396800006,33.82255776000003,0.044254598630031554,0.03777039116409909,0.4114446027123793
18-Sep,Chandapura,645.0,1.0,1.0,16.45,1,2550.3875968992247,Budget,8225.0,98700.0,6.0,22.013810751520005,33.82255776000003,0.006638189794504733,0.012954154657148364,0.39880125201384353
Ready To Move,other,1644.0,3.0,3.0,84.0,3,5109.489051094891,Mid-Range,42000.0,504000.0,6.0,112.41094851840002,33.822557760000024,0.025860078503809742,0.027477772091482496,0.40452493826569286
Ready To Move,other,1285.0,2.0,3.0,72.5,2,5642.023346303502,Mid-Range,36250.0,435000.0,6.0,97.02135437600002,33.822557760000024,0.018952512891556993,0.030500053354146833,0.39917148639327543
Ready To Move,Electronic City,1200.0,3.0,1.0,90.0,3,7500.0,Mid-Range,45000.0,540000.0,6.0,120.44030198400003,33.82255776000003,0.01731701685522974,0.0410445911941652,0.3939723736354718
Ready To Move,Electronic City,910.0,2.0,1.0,40.0,2,4395.604395604396,Budget,20000.0,240000.0,6.0,53.52902310400001,33.822557760000024,0.011737089201877934,0.023426276746666586,0.3976717428224601
Ready To Move,Kothanur,1577.0,3.0,1.0,70.0,3,4438.807863031072,Mid-Range,35000.0,420000.0,6.0,93.67579043200001,33.822557760000024,0.024570922804587086,0.023671468523535383,0.4052739662733381
17-May,other,4050.0,3.0,2.0,280.0,3,6913.580246913581,Luxury,140000.0,1680000.0,6.0,374.70316172800005,33.822557760000024,0.07215423689679058,0.037716494867307875,0.4282059441911512
Ready To Move,OMBR Layout,2420.0,3.0,2.0,185.0,3,7644.628099173554,Premium,92500.0,1110000.0,6.0,247.57173185600004,33.822557760000024,0.040791195258985606,0.041865396160380125,0.4077285586912393
Ready To Move,Chandapura,800.0,1.0,1.0,20.0,2,2500.0,Budget,10000.0,120000.0,6.0,26.764511552000005,33.822557760000024,0.009620564919572076,0.012668190933592203,0.4007050625783064
Ready To Move,other,1060.0,2.0,2.0,55.0,2,5188.679245283019,Mid-Range,27500.0,330000.0,6.0,73.60240676800001,33.82255776000002,0.014623258677749558,0.027927198620881458,0.3976030757582972
